"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000137731",19.250692986118,-1.59728725122117,0.267115902721447,-5.97975348883235,2.23475548615411e-09,4.09847520085085e-08,"FXYD2"
"ENSG00000276023",45.7742364082571,-1.13025398120729,0.18918694207529,-5.97427057496119,2.31121934938335e-09,4.21688435739717e-08,"DUSP14"
"ENSG00000231177",62.1235905149722,-1.04582401936764,0.17517932818745,-5.97001958044136,2.37225115502134e-09,4.30631076094832e-08,"LINC00852"
"ENSG00000179023",1.30212507919398,-3.53480507284374,0.592685388707722,-5.96404962935048,2.46061948260409e-09,4.44231235931078e-08,"KLHDC7A"
"ENSG00000157404",98.7181770347032,-1.60901587768371,0.270060014391056,-5.95799374932196,2.55353281685553e-09,4.56986644564894e-08,"KIT"
"ENSG00000144451",69.02717188942,-1.24676619401304,0.209450211599935,-5.95256593196694,2.63970736719319e-09,4.69950330671072e-08,"SPAG16"
"ENSG00000166313",708.838368698332,-1.31641140001764,0.221478483218212,-5.94374397408459,2.7858460605304e-09,4.92550061020737e-08,"APBB1"
"ENSG00000226648",6.62502270760352,-1.86982904417336,0.314628258820772,-5.94297871138938,2.79888795966421e-09,4.94430061514864e-08,"PLCG1-AS1"
"ENSG00000162594",7.69402941645151,-2.25245526859486,0.379058543650311,-5.94223585334301,2.8116048913595e-09,4.95889890224709e-08,"IL23R"
"ENSG00000188536",6695.20790202745,-3.59066256070237,0.604670867872602,-5.93820994442035,2.88150899111278e-09,5.07279031394271e-08,"HBA2"
"ENSG00000152454",141.970692160843,-1.06766885761376,0.180083967965212,-5.92872796883289,3.0529035708246e-09,5.33790047685831e-08,"ZNF256"
"ENSG00000070087",67.485063523186,-1.53134440283631,0.258915640769865,-5.91445305614978,3.32980185593943e-09,5.75828497867471e-08,"PFN2"
"ENSG00000135318",280.352152209866,-1.75107732851423,0.296500229105872,-5.90582116511271,3.50894462674497e-09,6.04262637191225e-08,"NT5E"
"ENSG00000116031",2.72828308507166,-3.80165253997676,0.644638160497311,-5.89734330503169,3.69400783275146e-09,6.3136468595245e-08,"CD207"
"ENSG00000085563",457.12946739236,-1.29316019065195,0.219306343067138,-5.89659274130555,3.71084230365918e-09,6.32661627634651e-08,"ABCB1"
"ENSG00000154016",830.540921997828,-1.02522439933868,0.173972472101546,-5.89302656307757,3.79185423529358e-09,6.45401259435086e-08,"GRAP"
"ENSG00000254837",73.71516272868,-1.10758670661084,0.188245142441328,-5.88374654584278,4.01081895201416e-09,6.76385634821252e-08,"LIPT2-AS1"
"ENSG00000168079",5.82402231555517,-2.85006812312639,0.484456744978541,-5.88301876827546,4.02850223385709e-09,6.78368050487157e-08,"SCARA5"
"ENSG00000035115",591.907292105174,-1.31038113544038,0.223080015381109,-5.87404090501667,4.25298357021978e-09,7.12079883734921e-08,"SH3YL1"
"ENSG00000184903",57.6472893801563,-1.11039489602465,0.189613414297897,-5.85609884267013,4.73866257491836e-09,7.85072854522593e-08,"IMMP2L"
"ENSG00000166321",41.397408466455,-1.07412557692857,0.183632407318957,-5.84932470586681,4.9357273456114e-09,8.12475342609184e-08,"NUDT13"
"ENSG00000204271",228.975936880742,-1.0918707631697,0.186707555361188,-5.84802666960883,4.97438812822301e-09,8.18183214006681e-08,"SPIN3"
